product_id,name,category,subcategory,brand,price,rating,num_reviews,stock_quantity,description
102221,BrightMind Battery-Operated Plush Doll,Toys & Games,Dolls,BrightMind,35.44,4.1,24,121,Battery-Operated plush doll great for family game night.
102222,Harvest & Co Artisanal Ground Coffee,Groceries & Gourmet,Beverages,Harvest & Co,33.13,3.8,120,400,Artisanal ground coffee great as a snack or ingredient.
102223,Cassia Refreshing Shampoo,Beauty & Personal Care,Haircare,Cassia,33.59,4.1,120,278,Refreshing shampoo suitable for all skin types.
102224,Coastline Casual Polarized Sunglasses,Fashion,Sunglasses,Coastline,179.19,3.5,136,407,Casual polarized sunglasses made from breathable fabric.
102225,Rosewell Fragrance-Free Body Wash,Beauty & Personal Care,Personal Hygiene,Rosewell,15.6,3.3,31,463,Fragrance-Free body wash suitable for all skin types.
102226,Funhaven Creative Strategy Board Game,Toys & Games,Board Games,Funhaven,132.23,4.2,210,484,Creative strategy board game encourages creative play.
102227,Marbella Minimalist Bracelet,Fashion,Jewelry,Marbella,226.6,3.2,330,496,Minimalist bracelet with adjustable strap.
102228,Verdant Nourishing Face Wash,Beauty & Personal Care,Skincare,Verdant,35.61,5.0,323,443,Nourishing face wash free from harsh chemicals.
102229,Little Explorers Educational Jigsaw Puzzle,Toys & Games,Puzzles,Little Explorers,56.96,4.3,160,329,Educational jigsaw puzzle easy to assemble.
102230,Draper & Co Modern Loafers,Fashion,Footwear,Draper & Co,88.37,4.3,62,54,Modern loafers made with sustainable materials.
102231,Funhaven Colorful Construction Kit,Toys & Games,Building Sets,Funhaven,22.79,3.5,68,38,Colorful construction kit easy to assemble.
102232,Lunetta Bohemian Belt,Fashion,Accessories,Lunetta,76.79,4.4,8,203,Bohemian belt for casual or formal occasions.
102233,Inkwell Bestselling Fountain Pen,Books & Stationery,Pens & Pencils,Inkwell,48.43,3.7,17,50,Bestselling fountain pen with a durable cover.
102234,Joybound Safe Learning Tablet Toy,Toys & Games,Educational Toys,Joybound,31.7,3.3,212,241,Safe learning tablet toy encourages creative play.
102235,Nature's Table Whole Grain Multivitamin Gummies,Groceries & Gourmet,Health Foods,Nature's Table,18.9,3.9,166,125,Whole Grain multivitamin gummies a pantry staple for every kitchen.
102236,Draper & Co Vintage-Style Sneakers,Fashion,Footwear,Draper & Co,176.47,4.6,72,345,Vintage-Style sneakers made from breathable fabric.
102237,Fennwick Casual Tote Bag,Fashion,Bags,Fennwick,162.65,4.4,460,12,Casual tote bag with reinforced stitching.
102238,Bloomrise Nourishing Nail Kit,Beauty & Personal Care,Grooming Tools,Bloomrise,36.37,3.8,133,69,Nourishing nail kit made with natural ingredients.
102239,Pure Pantry Non-GMO Oatmeal Pack,Groceries & Gourmet,Breakfast Foods,Pure Pantry,7.99,4.3,130,115,Non-GMO oatmeal pack carefully crafted for taste and quality.
102240,Cazuela Ergonomic Skillet,Home & Kitchen,Cookware,Cazuela,356.39,4.8,33,326,Ergonomic skillet with a soft-touch handle.
102241,Halcyon Wireless Laptop,Electronics,Laptops,Halcyon,667.52,4.3,142,277,Wireless laptop with water resistance.
102242,Playnest Battery-Operated Strategy Board Game,Toys & Games,Board Games,Playnest,129.72,3.4,27,405,Battery-Operated strategy board game helps develop motor skills.
102243,Bindwell Bestselling Stapler Set,Books & Stationery,Office Supplies,Bindwell,15.71,3.8,86,431,Bestselling stapler set compact enough to carry anywhere.
102244,Quantex Smart Fitness Band,Electronics,Smartwatches,Quantex,46.59,4.7,311,140,Smart fitness band for everyday use.
102245,Solstice Handcrafted Chronograph Watch,Fashion,Watches,Solstice,164.7,3.8,52,194,Handcrafted chronograph watch designed for all seasons.
102246,Silksmith Gentle Face Moisturizer,Beauty & Personal Care,Skincare,Silksmith,40.31,3.3,228,470,Gentle face moisturizer made with natural ingredients.
102247,Lumora Durable Bed Sheet Set,Home & Kitchen,Bedding,Lumora,225.99,3.5,107,213,Durable bed sheet set made from high-quality materials.
102248,Fennwick Casual Tote Bag,Fashion,Bags,Fennwick,212.18,4.8,43,288,Casual tote bag made with sustainable materials.
102249,Lumora Foldable Coffee Maker,Home & Kitchen,Kitchen Appliances,Lumora,347.83,4.6,307,482,Foldable coffee maker with a soft-touch handle.
102250,Kindred Handcrafted Skirt,Fashion,Women's Clothing,Kindred,52.68,4.0,62,472,Handcrafted skirt featuring a timeless design.
102251,Chapter & Verse Handmade Storybook Set,Books & Stationery,Children's Books,Chapter & Verse,52.25,3.4,58,157,Handmade storybook set perfect for students and professionals.
102252,Cassia Vegan Hand Sanitizer,Beauty & Personal Care,Personal Hygiene,Cassia,79.25,4.2,166,210,Vegan hand sanitizer made with natural ingredients.
102253,Draper & Co Bohemian Sandals,Fashion,Footwear,Draper & Co,219.21,4.7,17,421,Bohemian sandals designed for all seasons.
102254,Cazuela Eco-Friendly Wall Clock,Home & Kitchen,Decor,Cazuela,365.99,3.8,141,413,Eco-Friendly wall clock made from high-quality materials.
102255,Boulevard Multi-Purpose Pillow Set,Home & Kitchen,Bedding,Boulevard,388.19,3.4,84,494,Multi-Purpose pillow set adds a stylish touch to any room.
102256,Coastline Trendy Messenger Bag,Fashion,Bags,Coastline,25.5,4.2,53,423,Trendy messenger bag made from breathable fabric.
102257,Quantex Smart Headphones,Electronics,Headphones,Quantex,1316.02,4.4,48,446,Smart headphones with fast processor.
102258,Meadowbrook Farm-Fresh Cake Mix,Groceries & Gourmet,Baking Essentials,Meadowbrook,7.73,4.5,330,336,Farm-Fresh cake mix perfect for a healthy lifestyle.
102259,Sprout & Co Colorful STEM Kit,Toys & Games,Educational Toys,Sprout & Co,121.09,4.3,133,246,Colorful stem kit safe for children ages 3+.
102260,Meadowlark Nourishing Mouthwash,Beauty & Personal Care,Oral Care,Meadowlark,20.66,3.2,77,83,Nourishing mouthwash suitable for all skin types.
102261,Folio & Fern Minimalist Mechanical Pencil,Books & Stationery,Pens & Pencils,Folio & Fern,3.21,3.7,74,411,Minimalist mechanical pencil smooth and comfortable to write with.
102262,Sprout & Co Creative Building Block Set,Toys & Games,Building Sets,Sprout & Co,63.08,4.1,175,450,Creative building block set encourages creative play.
102263,PeakForm All-Terrain Swim Cap,Sports & Outdoors,Swimming,PeakForm,459.07,4.4,93,162,All-Terrain swim cap with quick-dry material.
102264,Quillcraft Smooth-Writing Weekly Planner,Books & Stationery,Planners,Quillcraft,29.68,3.5,644,182,Smooth-Writing weekly planner made from recycled paper.
102265,Boulevard Rustic Mop Set,Home & Kitchen,Cleaning Supplies,Boulevard,285.17,4.1,55,124,Rustic mop set easy to clean and maintain.
102266,Basecamp Pro Anti-Slip Dumbbell Set,Sports & Outdoors,Fitness Equipment,Basecamp Pro,140.95,3.9,104,415,Anti-Slip dumbbell set ideal for beginners and pros alike.
102267,Quantex Lightweight Laptop,Electronics,Laptops,Quantex,1280.51,4.2,402,394,Lightweight laptop for professionals.
102268,Basecamp Pro Anti-Slip Trekking Poles,Sports & Outdoors,Hiking,Basecamp Pro,39.32,4.0,181,116,Anti-Slip trekking poles for intense training sessions.
102269,Cedar & Sage Fragrance-Free Hair Conditioner,Beauty & Personal Care,Haircare,Cedar & Sage,61.72,4.1,146,406,Fragrance-Free hair conditioner helps restore natural glow.
102270,Coastline Minimalist Ring,Fashion,Jewelry,Coastline,25.97,4.6,136,67,Minimalist ring for casual or formal occasions.
102271,Lumière Organic Face Wash,Beauty & Personal Care,Skincare,Lumière,25.47,4.1,20,416,Organic face wash free from harsh chemicals.
102272,Bindwell Refillable Stapler Set,Books & Stationery,Office Supplies,Bindwell,10.32,3.9,13,354,Refillable stapler set with a durable cover.
102273,Novara Ultra HD Flagship Phone,Electronics,Smartphones,Novara,510.35,5.0,130,441,Ultra HD flagship phone with touch controls.
102274,Homestead Multi-Purpose Blender,Home & Kitchen,Kitchen Appliances,Homestead,44.16,4.3,50,150,Multi-Purpose blender easy to clean and maintain.
102275,Quillcraft Refillable History Book,Books & Stationery,Non-Fiction,Quillcraft,47.19,4.5,94,2,Refillable history book great for journaling and note-taking.
102276,Lunetta Modern Leather Strap Watch,Fashion,Watches,Lunetta,227.29,4.0,30,100,Modern leather strap watch with reinforced stitching.
102277,Sunvalley All-Natural Organic Quinoa,Groceries & Gourmet,Organic Foods,Sunvalley,31.67,4.3,63,385,All-Natural organic quinoa rich in flavor.
102278,BrightMind Interactive Construction Kit,Toys & Games,Building Sets,BrightMind,36.9,4.8,150,133,Interactive construction kit easy to assemble.
102279,Harvest & Co Artisanal Baking Flour,Groceries & Gourmet,Baking Essentials,Harvest & Co,24.61,4.1,51,391,Artisanal baking flour made with premium ingredients.
102280,Wholesome Roots Gluten-Free Pasta Sauce,Groceries & Gourmet,Condiments,Wholesome Roots,11.77,4.1,128,233,Gluten-Free pasta sauce great for meal prepping.
102281,Marvelo Battery-Operated Kite,Toys & Games,Outdoor Toys,Marvelo,51.37,3.8,170,130,Battery-Operated kite a fun gift for kids.
102282,Clearview Space-Saving Throw Pillow,Home & Kitchen,Decor,Clearview,160.05,3.8,85,44,Space-Saving throw pillow perfect for gifting.
102283,Trailmark All-Terrain Running Shoes,Sports & Outdoors,Running,Trailmark,588.61,4.0,35,193,All-Terrain running shoes with UV protection.
102284,Bindwell Compact Desk Organizer,Books & Stationery,Office Supplies,Bindwell,8.7,4.6,14,449,Compact desk organizer compact enough to carry anywhere.
102285,Pure Pantry Farm-Fresh Trail Mix,Groceries & Gourmet,Snacks,Pure Pantry,7.55,4.2,203,42,Farm-Fresh trail mix sourced from trusted farms.
102286,Sunvalley Whole Grain Multivitamin Gummies,Groceries & Gourmet,Health Foods,Sunvalley,14.51,4.1,228,96,Whole Grain multivitamin gummies carefully crafted for taste and quality.
102287,Aurablend Vegan Hand Sanitizer,Beauty & Personal Care,Personal Hygiene,Aurablend,60.13,5.0,193,145,Vegan hand sanitizer dermatologically tested.
102288,Meridian Ergonomic Vase,Home & Kitchen,Decor,Meridian,247.83,3.8,41,165,Ergonomic vase built to last for years.
102289,Paperloom Recycled Desk Organizer,Books & Stationery,Office Supplies,Paperloom,6.55,3.3,29,247,Recycled desk organizer with high-quality binding.
102290,Little Explorers Fun Strategy Board Game,Toys & Games,Board Games,Little Explorers,106.17,4.2,219,419,Fun strategy board game helps develop motor skills.
102291,Chapter & Verse Premium Mystery Book,Books & Stationery,Fiction,Chapter & Verse,16.94,3.6,29,201,Premium mystery book smooth and comfortable to write with.
102292,Cedar & Sage Fragrance-Free Electric Shaver,Beauty & Personal Care,Grooming Tools,Cedar & Sage,79.86,3.9,79,194,Fragrance-Free electric shaver helps restore natural glow.
102293,Ironclad Anti-Slip Running Belt,Sports & Outdoors,Running,Ironclad,65.32,4.7,96,155,Anti-Slip running belt with UV protection.
102294,PeakForm Heavy-Duty Dumbbell Set,Sports & Outdoors,Fitness Equipment,PeakForm,562.21,4.8,108,464,Heavy-Duty dumbbell set with quick-dry material.
102295,Golden Fields Non-GMO Protein Powder,Groceries & Gourmet,Health Foods,Golden Fields,28.96,3.6,329,492,Non-GMO protein powder great as a snack or ingredient.
102296,PureGlow Fragrance-Free Hair Trimmer,Beauty & Personal Care,Grooming Tools,PureGlow,53.2,4.9,85,0,Fragrance-Free hair trimmer dermatologically tested.
102297,Bindwell Hardcover Spiral Notebook,Books & Stationery,Notebooks,Bindwell,17.4,3.5,205,485,Hardcover spiral notebook ideal for gifting.
102298,Cedar & Sage Anti-Aging Mouthwash,Beauty & Personal Care,Oral Care,Cedar & Sage,81.04,3.6,117,236,Anti-Aging mouthwash free from harsh chemicals.
102299,Sagepage Smooth-Writing Fountain Pen,Books & Stationery,Pens & Pencils,Sagepage,58.6,4.6,46,441,Smooth-Writing fountain pen with a durable cover.
102300,Clearview Elegant LED String Lights,Home & Kitchen,Lighting,Clearview,398.3,4.0,1,425,Elegant led string lights with a sleek modern finish.
102301,Bindwell Compact Desk Organizer,Books & Stationery,Office Supplies,Bindwell,37.39,4.2,165,223,Compact desk organizer smooth and comfortable to write with.
102302,Wholesome Roots Small-Batch Pasta Sauce,Groceries & Gourmet,Condiments,Wholesome Roots,40.39,4.5,324,158,Small-Batch pasta sauce great for meal prepping.
102303,Nature's Table Freshly Roasted Chips Pack,Groceries & Gourmet,Snacks,Nature's Table,10.01,4.5,34,297,Freshly Roasted chips pack a pantry staple for every kitchen.
102304,Surge High-Performance Running Shorts,Sports & Outdoors,Running,Surge,590.17,3.9,275,328,High-Performance running shorts built for outdoor adventures.
102305,Wholesome Roots Artisanal Pasta Sauce,Groceries & Gourmet,Condiments,Wholesome Roots,10.29,3.3,257,399,Artisanal pasta sauce made with premium ingredients.
102306,Voltek Ultra HD Mirrorless Camera,Electronics,Cameras,Voltek,955.29,3.9,38,100,Ultra HD mirrorless camera with voice assistant support.
102307,Urban Weave Trendy Bracelet,Fashion,Jewelry,Urban Weave,108.15,4.0,34,405,Trendy bracelet featuring a timeless design.
102308,BrightMind Creative STEM Kit,Toys & Games,Educational Toys,BrightMind,7.52,3.8,696,463,Creative stem kit with vibrant colors and designs.
102309,Alderwood Contemporary Air Fryer,Home & Kitchen,Kitchen Appliances,Alderwood,268.58,4.4,170,12,Contemporary air fryer great for daily household use.
102310,Boulevard Contemporary Vase,Home & Kitchen,Decor,Boulevard,196.48,4.5,150,96,Contemporary vase perfect for gifting.
102311,Britek Smart 2-in-1 Tablet,Electronics,Tablets,Britek,803.44,4.1,89,197,Smart 2-in-1 tablet with high-resolution display.
102312,Alto Bohemian Leather Strap Watch,Fashion,Watches,Alto,232.85,3.9,2,191,Bohemian leather strap watch with reinforced stitching.
102313,Solstice Elegant Messenger Bag,Fashion,Bags,Solstice,71.17,4.0,63,295,Elegant messenger bag with adjustable strap.
102314,Tinker Tots Award-Winning Water Gun,Toys & Games,Outdoor Toys,Tinker Tots,59.57,4.3,72,73,Award-Winning water gun made with non-toxic materials.
102315,Alderwood Elegant Blender,Home & Kitchen,Kitchen Appliances,Alderwood,267.4,3.7,45,392,Elegant blender great for daily household use.
102316,Surge Adjustable Swim Cap,Sports & Outdoors,Swimming,Surge,291.94,3.8,106,292,Adjustable swim cap with a reinforced frame.
102317,Voltek Wireless Hybrid Watch,Electronics,Smartwatches,Voltek,1207.66,4.6,95,97,Wireless hybrid watch with high-resolution display.
102318,Alderwood Contemporary Coffee Table,Home & Kitchen,Furniture,Alderwood,120.78,3.4,273,327,Contemporary coffee table with energy-efficient design.
102319,Joybound Safe Learning Tablet Toy,Toys & Games,Educational Toys,Joybound,69.04,4.2,104,201,Safe learning tablet toy made with non-toxic materials.
102320,Novara Bluetooth Mirrorless Camera,Electronics,Cameras,Novara,896.48,3.8,170,66,Bluetooth mirrorless camera with sleek aluminum body.
102321,Homestead Space-Saving Cleaning Kit,Home & Kitchen,Cleaning Supplies,Homestead,360.71,4.4,146,180,Space-Saving cleaning kit with energy-efficient design.
102322,Cassia Organic Face Moisturizer,Beauty & Personal Care,Skincare,Cassia,85.04,3.3,186,45,Organic face moisturizer made with natural ingredients.
102323,Farmside Organic Organic Oats,Groceries & Gourmet,Organic Foods,Farmside,18.41,4.2,57,478,Organic organic oats great as a snack or ingredient.
102324,Kudos Kids Collectible Alphabet Blocks,Toys & Games,Educational Toys,Kudos Kids,96.8,3.3,2,463,Collectible alphabet blocks perfect for indoor or outdoor play.
102325,Funhaven Educational Kite,Toys & Games,Outdoor Toys,Funhaven,61.97,4.2,85,291,Educational kite a fun gift for kids.
102326,Surge Breathable Exercise Bike,Sports & Outdoors,Fitness Equipment,Surge,79.85,4.9,363,322,Breathable exercise bike with quick-dry material.
102327,Clearview Space-Saving Throw Pillow,Home & Kitchen,Decor,Clearview,103.69,3.3,12,400,Space-Saving throw pillow made from high-quality materials.
102328,Lumora Ergonomic Table Lamp,Home & Kitchen,Lighting,Lumora,302.63,4.3,291,176,Ergonomic table lamp easy to clean and maintain.
102329,Trailmark Reinforced Running Shoes,Sports & Outdoors,Running,Trailmark,309.38,3.6,265,118,Reinforced running shoes with a reinforced frame.
102330,Kindred Minimalist Skirt,Fashion,Women's Clothing,Kindred,102.32,4.5,71,141,Minimalist skirt with a comfortable fit.
102331,Bloomrise Hydrating Foundation,Beauty & Personal Care,Makeup,Bloomrise,65.46,5.0,238,338,Hydrating foundation leaves skin feeling smooth.
102332,Coastline Modern Chronograph Watch,Fashion,Watches,Coastline,97.14,4.0,45,69,Modern chronograph watch made from breathable fabric.
102333,Kindred Elegant Blouse,Fashion,Women's Clothing,Kindred,91.39,4.0,164,244,Elegant blouse featuring a timeless design.
102334,Nuvox Noise-Cancelling Gaming Mouse,Electronics,Gaming Accessories,Nuvox,1040.24,4.1,6,248,Noise-Cancelling gaming mouse with water resistance.
102335,Zentro Bluetooth Bluetooth Speaker,Electronics,Speakers,Zentro,1066.49,4.0,30,276,Bluetooth bluetooth speaker with sleek aluminum body.
102336,Quillcraft Compact History Book,Books & Stationery,Non-Fiction,Quillcraft,56.65,4.4,133,203,Compact history book with a durable cover.
102337,Quillcraft Handmade Spiral Notebook,Books & Stationery,Notebooks,Quillcraft,32.43,3.9,145,275,Handmade spiral notebook ideal for gifting.
102338,Coastline Modern Aviator Sunglasses,Fashion,Sunglasses,Coastline,108.24,4.2,197,498,Modern aviator sunglasses with a comfortable fit.
102339,Verdant Organic Whitening Kit,Beauty & Personal Care,Oral Care,Verdant,27.58,4.0,182,267,Organic whitening kit for daily use.
102340,Trailmark Compact Trekking Poles,Sports & Outdoors,Hiking,Trailmark,365.91,5.0,574,343,Compact trekking poles with UV protection.
102341,Ridgeline Shock-Absorbing Swim Fins,Sports & Outdoors,Swimming,Ridgeline,51.85,4.4,54,70,Shock-Absorbing swim fins for intense training sessions.
102342,Surge Compact Hiking Boots,Sports & Outdoors,Hiking,Surge,250.01,4.0,59,286,Compact hiking boots lightweight for easy carrying.
102343,Nestwell Contemporary Vacuum Cleaner,Home & Kitchen,Cleaning Supplies,Nestwell,360.21,3.7,13,313,Contemporary vacuum cleaner with energy-efficient design.
102344,Altitude Weather-Resistant Trekking Poles,Sports & Outdoors,Hiking,Altitude,145.95,4.4,35,132,Weather-Resistant trekking poles designed for maximum comfort.
102345,Harvest & Co Small-Batch Cake Mix,Groceries & Gourmet,Baking Essentials,Harvest & Co,22.09,5.0,183,349,Small-Batch cake mix sourced from trusted farms.
102346,Quantex Premium Gaming Keyboard,Electronics,Gaming Accessories,Quantex,1491.77,3.6,29,67,Premium gaming keyboard with water resistance.
102347,Golden Fields Gluten-Free Hot Sauce,Groceries & Gourmet,Condiments,Golden Fields,3.25,4.2,99,171,Gluten-Free hot sauce rich in flavor.
102348,Momentum High-Performance Hiking Backpack,Sports & Outdoors,Hiking,Momentum,158.39,4.1,603,217,High-Performance hiking backpack built for outdoor adventures.
102349,Little Explorers Creative STEM Kit,Toys & Games,Educational Toys,Little Explorers,110.46,4.3,248,267,Creative stem kit great for family game night.
102350,BrightMind Colorful Learning Tablet Toy,Toys & Games,Educational Toys,BrightMind,96.03,5.0,263,45,Colorful learning tablet toy perfect for indoor or outdoor play.
102351,Lettermark Smooth-Writing Bullet Journal,Books & Stationery,Notebooks,Lettermark,44.54,4.4,87,351,Smooth-Writing bullet journal great for journaling and note-taking.
102352,Lunetta Modern Hat,Fashion,Accessories,Lunetta,100.75,3.3,231,386,Modern hat with reinforced stitching.
102353,Harvest & Co Small-Batch Oatmeal Pack,Groceries & Gourmet,Breakfast Foods,Harvest & Co,27.48,4.6,15,129,Small-Batch oatmeal pack rich in flavor.
102354,Alderwood Space-Saving Cooking Pot Set,Home & Kitchen,Cookware,Alderwood,395.37,3.9,99,460,Space-Saving cooking pot set perfect for gifting.
102355,Quillcraft Smooth-Writing Picture Book,Books & Stationery,Children's Books,Quillcraft,9.4,3.4,127,48,Smooth-Writing picture book great for creative projects.
102356,Quillcraft Bestselling Sticky Notes Pack,Books & Stationery,Office Supplies,Quillcraft,5.95,4.0,41,321,Bestselling sticky notes pack a must-have for book lovers.
102357,Altitude Weather-Resistant Volleyball,Sports & Outdoors,Team Sports,Altitude,113.68,4.1,101,255,Weather-Resistant volleyball for intense training sessions.
102358,Ridgeline Compact Running Shorts,Sports & Outdoors,Running,Ridgeline,40.82,5.0,408,437,Compact running shorts lightweight for easy carrying.
102359,Kindred Bohemian Polarized Sunglasses,Fashion,Sunglasses,Kindred,89.55,4.5,1153,227,Bohemian polarized sunglasses featuring a timeless design.
102360,Cedar & Sage Long-Lasting Face Wash,Beauty & Personal Care,Skincare,Cedar & Sage,80.4,4.5,66,279,Long-Lasting face wash for daily use.
102361,Vortix Breathable Cycling Gloves,Sports & Outdoors,Cycling,Vortix,33.85,4.4,1,52,Breathable cycling gloves for intense training sessions.
102362,Meridian Elegant Frying Pan,Home & Kitchen,Cookware,Meridian,229.93,4.0,104,393,Elegant frying pan ideal for small kitchens.
102363,Little Explorers Fun Action Figure,Toys & Games,Action Figures,Little Explorers,94.07,3.8,226,441,Fun action figure a fun gift for kids.
102364,Cazuela Foldable Storage Bin,Home & Kitchen,Storage,Cazuela,307.26,4.6,134,391,Foldable storage bin built to last for years.
102365,Ivy & Oak Eco-Friendly Mop Set,Home & Kitchen,Cleaning Supplies,Ivy & Oak,190.96,3.5,233,28,Eco-Friendly mop set made from high-quality materials.
102366,Lunetta Trendy Loafers,Fashion,Footwear,Lunetta,24.54,5.0,91,482,Trendy loafers with a comfortable fit.
102367,Meadowlark Fragrance-Free Cologne,Beauty & Personal Care,Fragrances,Meadowlark,73.12,4.2,430,483,Fragrance-Free cologne free from harsh chemicals.
102368,Cedar & Sage Fragrance-Free Body Lotion,Beauty & Personal Care,Bath & Body,Cedar & Sage,27.61,4.3,93,454,Fragrance-Free body lotion gentle enough for sensitive skin.
102369,PureGlow Cruelty-Free Lipstick,Beauty & Personal Care,Makeup,PureGlow,61.08,4.4,366,266,Cruelty-Free lipstick suitable for all skin types.
102370,Sprout & Co Durable 3D Puzzle,Toys & Games,Puzzles,Sprout & Co,96.21,5.0,18,430,Durable 3d puzzle safe for children ages 3+.
102371,Golden Fields Gluten-Free Organic Quinoa,Groceries & Gourmet,Organic Foods,Golden Fields,18.6,4.3,365,355,Gluten-Free organic quinoa packed with nutrients.
102372,Bloomrise Fragrance-Free Nail Kit,Beauty & Personal Care,Grooming Tools,Bloomrise,69.94,4.0,60,343,Fragrance-Free nail kit paraben-free formula.
102373,Urban Weave Elegant Hat,Fashion,Accessories,Urban Weave,178.0,4.6,143,245,Elegant hat available in multiple colors.
102374,Halcyon Ultra HD Fitness Band,Electronics,Smartwatches,Halcyon,165.61,3.4,50,26,Ultra HD fitness band for everyday use.
102375,Sunvalley Freshly Roasted Organic Quinoa,Groceries & Gourmet,Organic Foods,Sunvalley,6.18,4.2,263,242,Freshly Roasted organic quinoa carefully crafted for taste and quality.
102376,Kindred Casual Polarized Sunglasses,Fashion,Sunglasses,Kindred,79.46,4.4,201,27,Casual polarized sunglasses designed for all seasons.
102377,Pixor Smart Soundbar,Electronics,Speakers,Pixor,396.72,4.3,232,287,Smart soundbar with touch controls.
102378,Zentro Fast-Charging Ultrabook,Electronics,Laptops,Zentro,1125.59,4.1,74,122,Fast-Charging ultrabook with fast processor.
102379,Golden Fields Whole Grain Organic Honey,Groceries & Gourmet,Organic Foods,Golden Fields,35.97,4.2,161,35,Whole Grain organic honey no artificial preservatives.
102380,Voltek Noise-Cancelling Smartwatch,Electronics,Smartwatches,Voltek,1060.56,3.9,35,421,Noise-Cancelling smartwatch with water resistance.
102381,Tinker Tots Collectible Building Block Set,Toys & Games,Building Sets,Tinker Tots,46.21,3.9,187,296,Collectible building block set boosts problem-solving skills.
102382,Lumière Cruelty-Free Perfume,Beauty & Personal Care,Fragrances,Lumière,43.02,3.9,11,164,"Cruelty-Free perfume with a light, pleasant scent."
102383,Farmside Farm-Fresh Hot Sauce,Groceries & Gourmet,Condiments,Farmside,16.99,4.4,76,335,Farm-Fresh hot sauce great as a snack or ingredient.
102384,Ivy & Oak Eco-Friendly Mop Set,Home & Kitchen,Cleaning Supplies,Ivy & Oak,139.47,4.7,228,460,Eco-Friendly mop set built to last for years.
102385,Verdant Vegan Hair Mask,Beauty & Personal Care,Haircare,Verdant,68.72,4.6,150,227,"Vegan hair mask with a light, pleasant scent."
102386,Harvest & Co Artisanal Popcorn,Groceries & Gourmet,Snacks,Harvest & Co,42.37,4.2,227,296,Artisanal popcorn sourced from trusted farms.
102387,Zentro Portable Smartphone,Electronics,Smartphones,Zentro,61.91,4.3,412,358,Portable smartphone with sleek aluminum body.
102388,Meadowlark Refreshing Face Moisturizer,Beauty & Personal Care,Skincare,Meadowlark,84.27,5.0,77,200,Refreshing face moisturizer free from harsh chemicals.
102389,Nuvox Bluetooth Gaming Mouse,Electronics,Gaming Accessories,Nuvox,1276.06,4.5,43,88,Bluetooth gaming mouse with high-resolution display.
102390,Folio & Fern Compact Sketchbook,Books & Stationery,Notebooks,Folio & Fern,40.74,4.4,183,154,Compact sketchbook ideal for gifting.
102391,Ironclad Compact Basketball,Sports & Outdoors,Team Sports,Ironclad,18.23,3.5,119,65,Compact basketball ideal for beginners and pros alike.
102392,Aerofy Bluetooth E-Reader,Electronics,Tablets,Aerofy,488.86,4.6,264,272,Bluetooth e-reader with advanced connectivity.
102393,Alto Casual Aviator Sunglasses,Fashion,Sunglasses,Alto,169.27,4.2,53,20,Casual aviator sunglasses with a comfortable fit.
102394,Nature's Table Gluten-Free Baking Flour,Groceries & Gourmet,Baking Essentials,Nature's Table,28.42,3.5,4,438,Gluten-Free baking flour perfect for a healthy lifestyle.
102395,Voltek Lightweight Gaming Mouse,Electronics,Gaming Accessories,Voltek,734.9,5.0,180,280,Lightweight gaming mouse with long battery life.
102396,Pure Pantry Whole Grain Hot Sauce,Groceries & Gourmet,Condiments,Pure Pantry,10.77,4.2,239,296,Whole Grain hot sauce perfect for a healthy lifestyle.
102397,Quantex Noise-Cancelling Soundbar,Electronics,Speakers,Quantex,645.08,4.2,343,135,Noise-Cancelling soundbar with high-resolution display.
102398,Cedar & Sage Organic Perfume,Beauty & Personal Care,Fragrances,Cedar & Sage,6.35,4.1,86,301,Organic perfume paraben-free formula.
102399,Folio & Fern Premium Watercolor Set,Books & Stationery,Art Supplies,Folio & Fern,25.8,4.5,196,20,Premium watercolor set smooth and comfortable to write with.
102400,Inkwell Smooth-Writing Mechanical Pencil,Books & Stationery,Pens & Pencils,Inkwell,57.17,4.6,986,250,Smooth-Writing mechanical pencil with high-quality binding.
102401,Marbella Elegant Dress,Fashion,Women's Clothing,Marbella,11.73,4.9,131,304,Elegant dress with reinforced stitching.
102402,Momentum Compact Camping Stove,Sports & Outdoors,Camping Gear,Momentum,54.92,4.0,99,430,Compact camping stove designed for maximum comfort.
102403,Scriptus Compact History Book,Books & Stationery,Non-Fiction,Scriptus,24.44,3.0,29,324,Compact history book made from recycled paper.
102404,Greengrove Non-GMO Organic Oats,Groceries & Gourmet,Organic Foods,Greengrove,12.4,3.0,419,423,Non-GMO organic oats perfect for a healthy lifestyle.
102405,Vortix Adjustable Dumbbell Set,Sports & Outdoors,Fitness Equipment,Vortix,546.13,3.3,74,321,Adjustable dumbbell set lightweight for easy carrying.
102406,Joybound Educational 3D Puzzle,Toys & Games,Puzzles,Joybound,17.63,4.9,108,171,Educational 3d puzzle encourages creative play.
102407,Voltek Lightweight 5G Phone,Electronics,Smartphones,Voltek,410.75,3.7,150,308,Lightweight 5g phone for everyday use.
102408,Coastline Bohemian Blouse,Fashion,Women's Clothing,Coastline,87.91,4.2,212,213,Bohemian blouse for casual or formal occasions.
102409,Draper & Co Casual Sneakers,Fashion,Footwear,Draper & Co,245.45,4.5,357,353,Casual sneakers designed for all seasons.
102410,Novara Smart Smartphone,Electronics,Smartphones,Novara,273.02,4.4,184,373,Smart smartphone with touch controls.
